t,theta_e_mrad,locked
8.39999999999998,1.5942304505433869,True
8.433333333333314,1.4882807843217098,True
8.466666666666647,1.41646097074881,True
8.49999999999998,1.5113124547128058,True
8.533333333333314,1.7590945770567608,True
8.566666666666647,2.1876000272881106,False
8.59999999999998,2.4589778772696054,False
8.633333333333313,2.5512912557102654,False
8.666666666666647,2.6712641885283603,False
8.69999999999998,2.6979503328320305,False
8.733333333333313,2.5730913219831377,False
8.766666666666646,2.535811917388013,False
8.79999999999998,2.3330512721149077,False
8.833333333333313,2.401334728687026,False
8.866666666666646,2.3293309591773115,False
8.899999999999979,2.3946860524380416,False
8.933333333333312,2.4330078627742076,False
8.966666666666645,2.455170229909675,False
8.999999999999979,2.4664872965513878,False
9.033333333333312,2.550979488623879,False
9.066666666666645,2.578327500602709,False
9.099999999999978,2.7721421145262735,False
9.133333333333312,3.0311516819105453,False
9.166666666666645,3.0000673104199373,False
9.199999999999978,3.153037933079157,False
9.233333333333311,3.384673083939998,False
9.266666666666644,3.530935444838165,False
9.299999999999978,3.8372587735403068,False
9.33333333333331,4.145597502748497,False
9.366666666666644,4.196641094804839,False
9.399999999999977,4.117752241651419,False
9.43333333333331,4.0875458568499194,False
9.466666666666644,4.238014803643837,False
9.499999999999977,4.139009577365842,False
9.53333333333331,3.876559378843577,False
9.566666666666643,3.721056442698762,False
9.599999999999977,3.7804814692920696,False
9.63333333333331,3.6632254785163565,False
9.666666666666643,3.6604852211683876,False
9.699999999999976,3.8146510162024736,False
9.73333333333331,3.898484083391359,False
9.766666666666643,3.9484234604239363,False
9.799999999999976,3.8560577276697203,False
9.833333333333309,3.867536413354677,False
9.866666666666642,3.952538914125655,False
9.899999999999975,4.09568410159964,False
9.933333333333309,4.395383602893658,False
9.966666666666642,4.3578208556818785,False
9.999999999999975,4.4095473776689715,False
10.033333333333308,4.296972479050506,False
10.066666666666642,4.39759343549742,False
10.099999999999975,4.455534822448859,False
10.133333333333308,4.36073121217229,False
10.166666666666641,4.330833881096942,False
10.199999999999974,4.174334347518748,False
10.233333333333308,4.330091410298313,False
10.26666666666664,4.26367731219593,False
10.299999999999974,4.032396092305419,False
10.333333333333307,3.9053115004846504,False
10.36666666666664,4.022311716399218,False
10.399999999999974,3.937869674842245,False
10.433333333333307,3.779582160493626,False
10.46666666666664,3.649210393883252,False
10.499999999999973,3.5380806237897673,False
10.533333333333307,3.4147469647539013,False
10.56666666666664,3.3470104078940666,False
10.599999999999973,3.270329032963921,False
10.633333333333306,3.184005153280447,False
10.66666666666664,3.139425961261915,False
10.699999999999973,3.118523195918071,False
10.733333333333306,3.133136356240204,False
10.766666666666639,3.0186994895469916,False
10.799999999999972,3.0239522578152633,False
10.833333333333306,3.0918088457278343,False
10.866666666666639,3.165869989025932,False
10.899999999999972,2.949698274105157,False
10.933333333333305,2.8371250315693985,False
10.966666666666638,2.847702030010493,False
10.999999999999972,2.723667254024241,False
11.033333333333305,2.7188376944424197,False
11.066666666666638,2.65896932256338,False
11.099999999999971,2.6473350955704826,False
11.133333333333304,2.5755373510596975,False
11.166666666666638,2.3123447388237213,False
11.19999999999997,1.9999633235094194,True
11.233333333333304,1.7791534620427425,True
11.266666666666637,1.5061857942975607,True
11.29999999999997,1.3251038015712058,True
11.333333333333304,1.382040135984172,True
11.366666666666637,1.2814196033277223,True
11.39999999999997,0.9996783279021376,True
11.433333333333303,0.761848519085749,True
11.466666666666637,0.8521415087063468,True
11.49999999999997,0.8807215254884887,True
11.533333333333303,0.5970879296836721,True
11.566666666666636,0.37589651576620836,True
11.59999999999997,0.5280876785878849,True
11.633333333333303,0.6446768889894264,True
11.666666666666636,0.6656391599775129,True
11.699999999999969,0.7801180502490458,True
11.733333333333302,0.829827054441981,True
11.766666666666636,1.1660108228436454,True
11.799999999999969,1.3236676607948037,True
11.833333333333302,1.4976704317426441,True
11.866666666666635,1.8781088240130646,True
11.899999999999968,2.0167172296795712,False
11.933333333333302,2.216670544794134,False
11.966666666666635,2.278157744703118,False
11.999999999999968,2.3936928664309645,False
12.033333333333301,2.5333792948078715,False
12.066666666666634,2.598870930035808,False
12.099999999999968,2.6976704035478396,False
12.1333333333333,2.584720951332272,False
12.166666666666634,2.44641330416048,False
12.199999999999967,2.2847445133022393,False
12.2333333333333,2.033516113525249,False
12.266666666666634,1.990010043060916,True
12.299999999999967,1.806600652422538,True
12.3333333333333,1.8683655690923686,True
12.366666666666633,2.059868089414585,False
12.399999999999967,2.3034369015099236,False
12.4333333333333,2.6265043401518584,False
12.466666666666633,2.8776539596480037,False
12.499999999999966,3.238063604240351,False
12.5333333333333,3.777888939355355,False
12.566666666666633,3.959859545407192,False
12.599999999999966,4.16460910987031,False
12.633333333333299,4.324489172849516,False
12.666666666666632,4.515262540776962,False
12.699999999999966,4.578665974622966,False
12.733333333333299,4.505933803531562,False
12.766666666666632,4.447900743925695,False
12.799999999999965,4.24609307113708,False
12.833333333333298,4.210588464151737,False
12.866666666666632,4.1206503268926085,False
12.899999999999965,4.1200976738256,False
12.933333333333298,4.098766882032941,False
12.966666666666631,3.90184331549867,False
12.999999999999964,3.788570011151427,False
13.033333333333298,3.815818266804488,False
13.066666666666631,3.820143454428142,False
13.099999999999964,3.8223540977122634,False
13.133333333333297,3.880940382608896,False
13.16666666666663,4.157828940525748,False
13.199999999999964,4.441203536507315,False
13.233333333333297,4.646685776476983,False
13.26666666666663,4.873470836762677,False
13.299999999999963,4.985433209591851,False
13.333333333333297,5.0872309168297045,False
13.36666666666663,5.0896437287807075,False
13.399999999999963,5.0429854155572436,False
13.433333333333296,5.025931540102444,False
13.46666666666663,4.658081334588077,False
13.499999999999963,4.170737081602747,False
13.533333333333296,4.05781171037987,False
13.56666666666663,3.884752441671445,False
13.599999999999962,3.7424368276996747,False
13.633333333333296,3.6111818270400415,False
13.666666666666629,3.6938233197564685,False
13.699999999999962,3.678468691690226,False
13.733333333333295,3.9207218269468367,False
13.766666666666628,4.277492558437624,False
13.799999999999962,4.278897175647689,False
13.833333333333295,4.231765006932771,False
13.866666666666628,4.106544645237196,False
13.899999999999961,4.24454527205116,False
13.933333333333294,4.043971952973725,False
13.966666666666628,4.109215643730361,False
13.999999999999961,3.962523145256845,False
14.033333333333294,3.8222153324180117,False
14.066666666666627,3.517703879738215,False
14.09999999999996,3.3975598994148877,False
14.133333333333294,3.131259233009265,False
14.166666666666627,3.1383885169441186,False
14.19999999999996,3.0714194753275925,False
14.233333333333293,2.989635019477701,False
14.266666666666627,2.925646376935161,False
14.29999999999996,2.7732887405354467,False
14.333333333333293,2.6019061441544467,False
14.366666666666626,2.558262200208268,False
14.39999999999996,2.483973652952256,False
14.433333333333293,2.66977947993209,False
14.466666666666626,2.402190456949244,False
14.49999999999996,2.4393420816804916,False
14.533333333333292,2.348813590383934,False
14.566666666666626,2.204752153492473,False
14.599999999999959,1.7287952479398696,True
14.633333333333292,1.6430072816688854,True
14.666666666666625,1.5297547646759928,True
14.699999999999958,1.3996176085213419,True
14.733333333333292,1.4994509607905913,True
14.766666666666625,1.364518167689474,True
14.799999999999958,1.2114062017793379,True
14.833333333333291,1.054442373063871,True
14.866666666666625,1.1277911687468156,True
14.899999999999958,0.9036394080099788,True
14.933333333333291,0.6819734597670004,True
14.966666666666624,0.47953780071024305,True
14.999999999999957,0.3283377869878263,True
15.03333333333329,0.18388849581910113,True
15.066666666666624,0.19436866236490075,True
15.099999999999957,0.07844093874911584,True
15.13333333333329,0.16051378159739466,True
15.166666666666623,0.2988915735024763,True
15.199999999999957,0.4015426267630514,True
15.23333333333329,0.7056243992389273,True
15.266666666666623,0.8958216579843368,True
15.299999999999956,0.8902104212920953,True
15.33333333333329,1.3196902274260407,True
15.366666666666623,1.6694810575247863,True
15.399999999999956,1.6195310757926171,True
15.43333333333329,1.824745569554545,True
15.466666666666622,2.079126170527548,False
15.499999999999956,2.2027329333036727,False
15.533333333333289,2.1510444884642994,False
15.566666666666622,2.321177238385057,False
15.599999999999955,2.483467186890748,False
15.633333333333288,2.5453971522458376,False
15.666666666666622,2.616090630600262,False
15.699999999999955,2.659630853929679,False
15.733333333333288,2.654183670549263,False
15.766666666666621,2.4263091181058893,False
15.799999999999955,2.324305933539434,False
15.833333333333288,2.4191077256142783,False
15.866666666666621,2.698762469518809,False
15.899999999999954,2.915476514766462,False
15.933333333333287,2.9311906081966717,False
15.96666666666662,3.3175188004601437,False
15.999999999999954,3.320901242402718,False
16.03333333333329,3.462512047312906,False
16.066666666666624,3.5903909943818717,False
16.09999999999996,3.706432738486405,False
16.133333333333294,3.6848912788735877,False
16.16666666666663,3.7529594942297835,False
16.199999999999964,3.795728625981231,False
16.2333333333333,3.980053838161326,False
16.266666666666634,4.1806012077630195,False
16.29999999999997,4.117610978890102,False
16.333333333333304,4.284280498961164,False
16.36666666666664,4.547245430626247,False
16.399999999999974,4.3859491270237765,False
16.43333333333331,4.136626226982885,False
16.466666666666644,4.021176573036221,False
16.49999999999998,3.9465005952056984,False
16.533333333333314,3.8630938404129056,False
16.56666666666665,3.8393529999273674,False
16.599999999999984,3.791750811235831,False
16.63333333333332,3.822502733934517,False
16.666666666666654,3.9143218977928558,False
16.69999999999999,4.1961748775269845,False
16.733333333333324,4.31810503624036,False
16.76666666666666,4.311760870640936,False
16.799999999999994,4.47006094731268,False
16.83333333333333,4.6129956940952725,False
16.866666666666664,4.681975383113533,False
16.9,4.529924371940642,False
16.933333333333334,4.541518259696343,False
16.96666666666667,4.570647939873856,False
17.000000000000004,4.515839792039305,False
17.03333333333334,4.30577921301589,False
17.066666666666674,4.239156817292064,False
17.10000000000001,4.276801922771076,False
17.133333333333344,4.0174760440222546,False
17.16666666666668,3.94209317886859,False
17.200000000000014,3.638999264181885,False
17.23333333333335,3.7250212306136223,False
17.266666666666683,3.4858063502942356,False
17.30000000000002,3.3429163825137653,False
17.333333333333353,3.3442282528933025,False
17.36666666666669,3.3664830151588405,False
17.400000000000023,3.4723614843701642,False
17.43333333333336,3.553456327939835,False
17.466666666666693,3.6727662163076955,False
17.50000000000003,3.825756856951657,False
17.533333333333363,3.784424736961607,False
17.5666666666667,3.709846377189,False
17.600000000000033,3.6004230523156227,False
17.63333333333337,3.2922375817853275,False
17.666666666666703,3.077847930136803,False
17.70000000000004,2.8565810673651737,False
17.733333333333373,2.813311141987107,False
17.76666666666671,2.7916458154388506,False
17.800000000000043,2.6736809447464,False
17.83333333333338,2.6773966409195973,False
17.866666666666713,2.4339899386991637,False
17.90000000000005,2.211898638676463,False
17.933333333333383,2.071402816532825,False
17.96666666666672,2.0476240613808354,False
18.000000000000053,1.679852243031166,True
18.03333333333339,1.6245683686084056,True
18.066666666666723,1.7709541026121618,True
18.10000000000006,2.2306628100365784,False
18.133333333333393,2.4023404883731563,False
18.16666666666673,2.3928728314555694,False
18.200000000000063,2.272634789449041,False
18.2333333333334,2.278844010958891,False
18.266666666666733,2.1253610067590594,False
18.300000000000068,1.8070203887044143,True
18.333333333333403,1.5729132298928565,True
18.366666666666738,1.461411233386799,True
18.400000000000073,1.2337174041943617,True
18.433333333333408,1.4796115105690126,True
18.466666666666743,1.5600344746140598,True
18.500000000000078,1.4043046306068512,True
18.533333333333413,1.6289293783102254,True
18.566666666666748,1.920499295837883,True
18.600000000000083,1.6692546932914973,True
18.633333333333418,1.8950151947396066,True
18.666666666666753,2.1578719494297096,False
18.700000000000088,2.1447002754690905,False
18.733333333333423,2.2203591667691254,False
18.766666666666758,2.237476602876605,False
18.800000000000093,2.442377786010545,False
18.833333333333428,2.5352231624425268,False
18.866666666666763,2.480033843120175,False
18.900000000000098,2.59609181426915,False
18.933333333333433,2.496647591289158,False
18.966666666666768,2.4517663347719667,False
19.000000000000103,2.6160216379034615,False
19.033333333333438,2.6423318066856027,False
19.066666666666773,2.7393488024747086,False
19.100000000000108,2.678041430384824,False
19.133333333333443,2.665800923615743,False
19.166666666666778,2.7704343394540065,False
19.200000000000113,2.8954214214443423,False
19.233333333333448,3.03330642205897,False
19.266666666666783,3.2141569329461634,False
19.300000000000118,3.470368461568606,False
19.333333333333453,3.6287170364698667,False
19.366666666666788,3.7859492369557075,False
19.400000000000123,4.118647692413819,False
19.433333333333458,4.07027214460463,False
19.466666666666793,3.9762163517975515,False
19.500000000000128,4.129389316484205,False
19.533333333333463,4.16643631586537,False
19.566666666666798,3.976822945782538,False
19.600000000000133,3.7226529399018964,False
19.633333333333468,3.6543228333814133,False
19.666666666666803,3.6182048498498247,False
19.700000000000138,3.513965520466758,False
19.733333333333473,3.574139214194184,False
19.766666666666808,3.77471624812055,False
19.800000000000143,3.796119973576538,False
19.833333333333478,3.815193853135715,False
19.866666666666813,4.062061264939326,False
19.900000000000148,4.118852112377525,False
19.933333333333483,4.099880056227995,False
19.966666666666818,4.154433638446012,False
